idx,rtl_i,py_i,err_i,rtl_q,py_q,err_q
4066,20,20,0,-5,-5,0
4067,20,20,0,-6,-5,-1
4068,21,20,1,-6,-6,0
4069,20,21,-1,-6,-6,0
4070,20,20,0,-5,-6,1
4071,20,20,0,-5,-5,0
4072,20,20,0,-6,-5,-1
4073,21,20,1,-6,-6,0
4074,20,21,-1,-6,-6,0
4075,20,20,0,-5,-6,1
4076,20,20,0,-5,-5,0
4077,20,20,0,-6,-5,-1
4078,21,20,1,-6,-6,0
4079,20,21,-1,-6,-6,0
4080,20,20,0,-5,-6,1
4081,20,20,0,-5,-5,0
4082,20,20,0,-6,-5,-1
4083,21,20,1,-6,-6,0
4084,20,21,-1,-6,-6,0
4085,20,20,0,-5,-6,1
